ricf_oid_2013	ba_rdt	ba_cn	ba_en	ba_rid	ba_org	ba_msn	ba_srv	ba_ntr	ba_rng	ba_reg	ba_sup	ba_fdt	ba_fnd	ba_add	ba_zip	ba_prv	ba_ct	ba_gis	ba_wb	ba_chr	ba_sec	ba_cpn	ba_cpp	ba_phn	ba_fax	ba_eml	ba_gvm	ba_pgv	ba_nfe	ba_nv	ba_evl	ba_sf	ba_tax	ba_src	ba_bn	ba_sn	ba_mn	ba_brn	ba_rn	ba_pbl	ba_pm	ba_po	ba_ai	ba_ap	ba_hr	ba_nc	ba_fr	ba_tr	ba_rcp	ba_mt	ba_trn	ricf_oid	ba_uscc
1339	2013	山西省文化发展基金会	Shanxi Cultural Development Foundation	基证字第028号	566314981	扶持和资助文化事业，弘扬山西文化。    	1、筹集文化发展资金；  2、帮助文化产业运作；  3、资助公益文化事业；  4、推动文化创新；  5、扶植文化人才；  6、促进文化交流；  7、开展与其他基金会之间的交流；  8、接受政府委托，	公募	地方	省级民政部门	山西省文化厅	2010-12-09 00:00:00	400万元		30000	Shanxi Sheng	Taiyuan Shi	[37.815395, 112.55774]	http://www.sxcdf.org	张建军	曾照祥	秦丽峰	办公室负责人	0351-4152711	0351-4152711	sxswhfzjjh@126.com	0.0	0.0	9.0	0.0	4A	0.0	公益性捐赠税前扣除资格																			1339	53140000566314981X
1340	2013	山西省明道文物保护基金会	Shanxi Mingdao Culture  Relics  Protectio	基证字第052号	75524060			非公募	地方	省级民政部门	山西省文物主管部门	2013-08-20 00:00:00	200万元		30000	Shanxi Sheng	Taiyuan Shi	[37.80863, 112.56741]	http://www.sxmdjjh.com/																																	1340	53140000075524060M
1341	2013	山西省晋中市扶贫基金会	Jinzhong Foundation for Poverty Alleviati	基证字第014号	79420424X	募捐集资、扶持促进城乡贫困群体脱贫致富，为建设小康社会服务。	募集扶贫资金、物资及科学技术，通过实施扶贫项目，扶持贫困地区人民脱贫致富。	公募	地方	省级民政部门	山西省民政厅	2006-09-27 00:00:00	476万元		30600	Shanxi Sheng	Jinzhong Shi	[37.687008, 112.75472]	http://www.jzfpjjh.com/sites/fpjj/index.jsp	牛承玉	刘裕	刘裕	秘书长	0354-2638991	0354-2638991	jzfpjj@sohu.com	0.0	0.0	5.0	0.0	4A	0.0	公益性捐赠税前扣除资格																			1341	5314000079420424XY
1342	2013	山西省晋商文化基金会	Shanxi Jinshang Culture Foundation	基证字第037号	59737367-7	传承晋商文化，弘扬晋商精神，塑造晋商品牌，研究、资助、扶持晋商文化发展，展示新晋商形象和风采。	（一）搜集、整理晋商遗存，保护晋商文化遗产；    （二）开展晋商文化学术研究、交流活动；    （三）对在晋商研究，晋商文化传承、弘扬中作出突出贡献的单位和个人，予以奖励；    （四	非公募	地方	省级民政部门	山西省文化厅	2012-06-18 00:00:00	3,000万元		30021	Shanxi Sheng	Taiyuan Shi	[37.818333, 112.536865]	http://www.jswhjjh.org/	孔祥毅	李怡农	李志芳	0351-6819928	18636680578	0351-6819928	Sxjinshang@163.com	0.0	0.0	4.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			1342	531400005973736772
1343	2013	山西省晋城市创业就业基金会	Shanxi JinCheng Foundation for Youth Entr	基证字第038号	597388078	以邓小平理论、三个代表重要思想和科学发展观为指导，遵守宪法、法律、法规和国家政策，贯彻“创业带动就业”的方针，帮助创业者提高创业能力，提高创业成功率，通过资金扶持技能培训	关注、支持、资助、开发、推广、促进晋城市创业就业的示范性项目；推动开展晋城市创业就业的研究和交流，营造有利于晋城市创业就业的社会氛围；与海内外关注晋城市创业就业的政府、企	公募	地方	省级民政部门	山西省政协	2012-05-21 00:00:00	400万元		48000	Shanxi Sheng	Jincheng Shi	[35.489048, 112.889496]		王陆升	张庚富	王瑾	办事员	0356-2023792	0356-2200958	sxjccyjycjh@163.com	0.0	0.0	6.0	100.0	未参评	0.0	公益性捐赠税前扣除资格																			1343	53140000597388078Y
1344	2013	山西省晋驹科教基金会	Shanxi Jinju Foundation for Science and E	基证字第001号	506102514	遵守国家法律法规，遵守社会道德，致力于发挥基金效用，促进科教事业的发展	在国家法律法规允许范围内，通过投资、融资等手段，实现原始基金会保值、增值，资助晋煤集团科教事业。	非公募	地方	省级民政部门	山西省国资委	1996-04-01 00:00:00	3,019万元		48006	Shanxi Sheng	Jincheng Shi	[35.47331, 112.995026]		李邦敦	周朝华	赵素萍	会计	0356-3664524	0356-3664524	jjkjjjh@sohu.com	0.0	0.0	8.0	3.0	2A	0.0	无																			1344	53140000506102514H
1345	2013	山西省柳宗元文化发展基金会	Cultural Development Foundation	基证字第013号	792249065		研究、编撰、出版“柳宗元书刊”，进行学术交流；筹建“柳宗元文学院”、“柳宗元博物馆；组织拍摄相关电视剧；对柳氏民居抢救保护。	公募	地方	省级民政部门	山西省文化厅	1983-07-10 00:00:00	400万元		30012	Shanxi Sheng	Taiyuan Shi	[37.831757, 112.56121]		孙聚才																																1345	
1346	2013	山西省残疾人福利基金会	Shanxi Foundation for Disabled Persons	基证字第018号	79220332-3	弘扬爱国主义和人道主义精神，宣传残疾人事业，团结动员国内外各界热心残疾人事业的友好团体及人士，募集残疾人福利基金，发展残疾人事业，改善残疾人的生存生活状况，促进残疾人平等	举办募捐活动，接受自然人、法人及其他组织捐赠的财产，接受政府的资助，募集残疾人福利基金，开展和资助残疾人康复、教育、就业、法律援助、文化体育生活福利、社会保障等社会公益活	公募	地方	省级民政部门	山西省残疾人联合会	2007-08-06 00:00:00	3,000万元		30006	Shanxi Sheng	Taiyuan Shi	[37.81502, 112.550095]	http://www.sxwfh.org	董先	董先	张凯英	办公室主任	0351-7233354	0351-7233354	sxcjrjjh@163.com	0.0	0.0	7.0	25.0	5A	0.0	公益性捐赠税前扣除资格																			1346	53140000792203323E
1347	2013	山西省汇丰兴业集团公益基金会	Shanxi Huifeng Xingye Group Foundation	基证字第039号	597398719	帮困扶贫、回报社会	对公司内部员工及企业驻地、社会公众有关家庭困难救助，资助教育事业，用于环境保护、地质灾害、资源保护(包括水、土地、大气等资源保护)、生态绿化、意外人身伤害等引发的特殊问题处	非公募	地方	省级民政部门	山西省民政厅	2012-05-05 00:00:00	200万元		33300	Shanxi Sheng	Lvliang Shi	[37.45128, 110.91234]		曹志强	乔爱萍	高旭华	理事	0358-4015912		gaoxuhua@hfxytz.com	0.0	0.0	7.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			1347	53140000MJ1632359R
1348	2013	山西省汇邦慈善基金会	Shanxi Winpound Charitable Foundation	基证字第047号	60730363	以弘扬民族优良传统，感恩和回报社会为己任，以扶贫、助困、救灾公益活动为目的，用爱心去感动更多的人去参与公益事业。	助学、助老、助困、赈灾	非公募	地方	省级民政部门	山西省民政厅	2013-01-14 00:00:00	200万元		48026	Shanxi Sheng	Jincheng Shi	[35.61722, 112.89914]	http://sxhbsaf.com	张培培	赵连生	刘希辉	主任	0356-6999338	3566999355	hbsaf@vip.sina.com	0.0	0.0	3.0	136.0	未参评	0.0	公益性捐赠税前扣除资格																			1348	53140000MJ1632439D
1349	2013	山西省汾酒集团公益基金会	Shanxi Fenjiu Group Foundation	基证字第029号	566325082	担当社会责任 推动社会和谐	奖励及资助传统文化、资助倡导健康饮酒的公益项目与文化活动，其他社会救助活动  	非公募	地方	省级民政部门	山西省国资委	2010-12-09 00:00:00	209万元		30002	Shanxi Sheng	Taiyuan Shi	[37.87071, 112.56054]	http://www.fjjjh.cn	阚秉华	杨映峰	韩波	秘书处	0351-8213390	0351-8213390	fjjjh@fenjiu.com.cn	0.0	0.0	0.0	0.0	4A	0.0	公益性捐赠税前扣除资格																			1349	53140000566325082W
1350	2013	山西省潞安扶贫助学基金会	Shanxi Lu'an Foundation for poverty Allev	基证字第012号	792234584	为贫困职工家庭子女上学提供资助、对贫困职工家庭进行扶贫济困。	（一）资助贫困职工家庭的子女上学；   （二）对贫困职工家庭扶贫济困；   （三）开展符合本会宗旨的其他活动。 	非公募	地方	省级民政部门	山西省煤炭厅	2006-08-28 00:00:00	300万元		46204	Shanxi Sheng	Changzhi Shi	[36.43675, 112.97872]		李建设	贺丰年	王三明		0355-5921146	0355-5922946	wangsanming333@126.com	0.0	0.0	2.0	28.0	3A	0.0	公益性捐赠税前扣除资格																			1350	53140000792234584H
1351	2013	山西省煤炭职业技术教育发展基金会	Shanxi Coal Vocational Technical Educatio	基证字第015号	794239688	促进煤炭类专业人才的培养，推动山西煤炭职业教育的发展	接受捐赠，设立煤矿井下专业学生奖学金、特困生助学金、资助煤矿职工教育培训等。	非公募	地方	省级民政部门	山西省煤炭工业厅	2006-09-27 00:00:00	200万元		30006	Shanxi Sheng	Taiyuan Shi	[37.81683, 112.55687]	http://www.sxcef.org	王昕	丁钟晓	赵占平	财务部会计	0351-8331338	0351-8331338	zhao11023@163.com	0.0	1.0	2.0	10.0	4A	0.0	公益性捐赠税前扣除资格																			1351	53140000MJ1632113P
1352	2013	山西省社会救助基金会	Shanxi Social Aid Foundation	基证字第020号	670187820	促进社会救助事业发展，广泛开展社会募捐，救助城乡特困群体，促进和谐山西的建设。。	依法开展募捐活动，开展各项社会救助工作，对募集资金依法管理。	公募	地方	省级民政部门	山西省民政厅	2008-01-30 00:00:00	400万元		30024	Shanxi Sheng	Taiyuan Shi	[37.874775, 112.52631]		范堆相	李光烈	关丽敏	财务科出纳	0351-6387191		ccupu_007@163.com	0.0	0.0	3.0	0.0	3A	0.0	公益性捐赠税前扣除资格																			1352	
1353	2013	山西省祁隽藻文化基金会	Shanxi Qijunzao Culture Foundation	基证字第009号	788515340		（一）联络国内外各基金会及社会各界的企事业单位、团体和个人，支持祁隽藻基金会资助项目，募集基金和相关物品；（二）组织具有权威性和代表性的专家，依据《基金会管理条例》第30、3	非公募	地方	省级民政部门	山西省文化厅	1983-06-11 00:00:00	400万元		31700	Shanxi Sheng	Jinzhong Shi	[37.895325, 113.17644]		聂邃参																																1353	
1354	2013	山西省程海庆教育基金会	Shanxi Chenghaiqing Education Foundation	基证字第041号	51966841	开展经常性的助学、助教、改善中小学办学条件及其他有关活动，向家境贫寒、品学兼优的学生提供资助，帮助他们顺利完成学业。	资助贫困学生；改善中小学办学条件；改善重点学科实验室及课程建设	非公募	地方	省级民政部门	山西省教育厅	2012-07-31 00:00:00	500万元		46300	Shanxi Sheng	Changzhi Shi	[36.741173, 113.10344]	http://chqef.com/	程海庆	赵文忠	赵效书		0355-6388168	0355-6388168	ZXS13503550780@163.com	0.0	0.0	4.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			1354	53140000051966841Y
1355	2013	山西省葵花公益基金会	Shanxi Sunflower Education Assistance Fou	基证字第16号	660439086	资助助学、回馈社会	资助贫困家庭的大学生完成学业。	非公募	地方	省级民政部门	山西省民政厅	2005-08-01 00:00:00	200万元		30012	Shanxi Sheng	Taiyuan Shi	[37.839283, 112.57642]	http://http://www.khzx.org	孙革	李美文	朱玲	副秘书长	0351-7528900	0351-7528238	sff@khgy.org	0.0	0.0	4.0	0.0	5A	0.0	公益性捐赠税前扣除资格																			1355	53140000660439086N
1356	2013	山西省西山慈善基金会	Shanxi Xishan Foundation	基证字第019号	670150139	弘扬中华民族扶贫济困的传统美德，帮扶西山煤电集团公司生活困难的职工和弱势群体，开展多种形式的公益活动和帮扶救助工作，促进矿区和谐稳定和企业又好又快发展	接受捐赠，扶贫济困，慈善救助，兴办与宗旨、业务相关的公益性实体。	非公募	地方	省级民政部门	山西省国资委	2007-12-03 00:00:00	200万元		30053	Shanxi Sheng	Taiyuan Shi	[37.853855, 112.456116]		薛道成	耿晋萍	李艳玲	西山煤电集团公司工会生活保障部部长	0351-6215964	0351-6212350	Shb6211975@163.com	0.0	0.0	0.0	10.0	3A	0.0	公益性捐赠税前扣除资格																			1356	531400006701501399
1357	2013	山西省通力达司法救济基金会	Shanxi Tonglida Judicial Relief Foundation	基证字第044号	58874800	遵守宪法、法律和国家政策、坚持司法救济、安置帮教、公平正义、促进和谐	开展司法救济和刑释解教人员安置帮教工作,对其进行公益救助,资助刑释解教人员安置帮教基地建设	非公募	地方	省级民政部门	山西省司法厅	2012-12-06 00:00:00	200万元		30000	Shanxi Sheng	Taiyuan Shi	[37.798912, 112.55815]	http://www.chinasfjj.com/Index.aspx	郭成江	岳河甫	韩双荣	常务副秘书长	0351-7282318	0351-7282318	867506058@qq.com	0.0	0.0	3.0	0.0	   	0.0	公益性捐赠税前扣除资格, 非营利组织免税资格																			1357	53140000058874800R
1358	2013	山西省阳光教育基金会	Shanxi Sunshine Education Foundation	基证字第032号	58617453-3	开展经常性的助学、助教、改善中小学办学条件及其他有关活动；向家境贫寒、品学兼优的学生提供资助，帮助他们顺利完成学业。	资助在校贫困生，支持教学和科研设施的改善、奖励优秀师生等。	非公募	地方	省级民政部门	山西省教育厅	2012-05-16 00:00:00	400万元		33300	Shanxi Sheng	Lvliang Shi	[37.434513, 110.904945]	http://www.ygjyjjh.com	邢利斌	邢小瑞	任东兴	办公室	0358-4075536	0358-4075536	rdx15903581366@163.com	2.0	0.0	0.0	0.0		0.0	无																			1358	53140000586174533M
1359	2013	山西省阳泉市矿区特困帮扶基金会	Shanxi Yangquan Supporting Foundation for	基证字第040号	597378136	弘扬人道、博爱，发扬中华民族传统美德，为居民群众因灾、因事、因病、子女就学等突发事因所造成的生活困难提供保障，促进社会和谐发展	广泛募集公益资金，对矿区范围内居民因病、因灾、子女上学等突发事件造成家庭生活困难的予以有效救助。	公募	地方	省级民政部门	山西省民政厅	2012-06-11 00:00:00	500万元		45000	Shanxi Sheng	Yangquan Shi	[37.872696, 113.564964]		赵德华	王庭兰	韩守国	理事	0353-4044726	0353-4042197	364585356@qq.com	0.0	0.0	3.0	38.0	   	0.0	公益性捐赠税前扣除资格																			1359	53140000597378136J
1360	2013	山西省青少年发展基金会	Shanxi Youth Development Foundation	基证字第005号	506101394	助农民的后代人人有书读、帮助青少年健康成长	筹集资金、接受捐赠、人才培训、信息服务、科技服务	公募	地方	省级民政部门	山西省团省委	1993-02-15 00:00:00	400万元		30001	Shanxi Sheng	Taiyuan Shi	[37.85777, 112.5667]	http://www.sxsxwgc.org	李增建	李增建	黄学	财务部部长	0351-4155866	0351-4155866	598478386@qq.com	0.0	0.0	0.0	0.0	5A	0.0	无																			1360	531400005061013947
1361	2013	山西省高中生助学基金会	Shanxi Supporting Foundation for High Sch	基证字第020号			接受捐赠，募集资金，组织各种助学活动，对省内特困高中生进行救助	公募	地方	省级民政部门	山西省民政厅	2008-01-18 00:00:00	400万元		30027	Shanxi Sheng	Taiyuan Shi	[37.736526, 112.56566]		郭小平	李光烈			0351-6387192																												1361	
