机构ID	数据年度	机构名称	基金会英文名称	登记证号	组织机构代码	宗旨	业务范围	基金会类型	成立时间	原始基金数额	登记部门	业务主管单位	基金会地址	邮编	秘书长	理事长	对外联系人姓名	联系人职务	联系人固话	联系人传真	联系人电子邮箱	机构官网	负责人中国家工作人员数	负责人中担任过省部级工作人员数	专项基金数	专职工作人员数	志愿者数量	评估情况	税收优惠资格取得情况
2124	2014	河南省张清丰敬老助老基金会	He'nan Zhangqingfeng Foundation For the Elderly	豫民基证字第0073-F号	053377071	弘扬中华孝道文化，实施敬老、助老等慈善项目，帮助特困老人，失能老人，资助开展机构养老，居家养老工作，发展慈善公益事业，促进社会文明进步。	依法接受社会捐赠，开展敬老助老等服务。	非公募	2012年08月22日	200万元	省级民政部门	河南省民政厅	河南省郑州市农业路22号B座6楼	450000	杨文培	韩瑞攀	常静	综合办主任	0371-56677817	0371-56677817	291441958@qq.com	http://www.hnzljjh.com/	0.0	0.0	0.0	3.0	2.0	未参评	公益性捐赠税前扣除资格
2125	2014	河南省惠济公益基金会	He'nan Huiji Charitable Foundation	豫民基证字第0048-F号	555722162	致力于救灾、济困、安老、助孤、扶残、助医等公益性救助活动，支持本辖区公益事业的完善和发展。	依法开展各类社会活动	非公募	2010年05月13日	200万元	省级民政部门	河南省民政厅	河南省郑州市惠济区开元路8号	450044	刘衡达	王建国	齐永刚		0371-63639507		hjqmjzzgl@163.com								
2126	2014	河南省慈鑫福利基金会	He'nan Cixin Welfare Foundation	豫民基证字第0040-F号	695991508	遵守中华人民共和国宪法、法律、法规和政策，弘扬中华民族扶贫疾苦、共襄公益的优良美德，秉承“授人以鱼不如授人以渔”的原则，从源头帮助困难群众解决生产生活困难，为我省社会福利与慈善事业的发展尽绵薄之力。	依法接受社会捐赠，开展扶老、助孤等社会救助活动	非公募	2009年10月29日	200万元	省级民政部门	河南省民政厅	河南省郑州市金水区金水路金源大厦7楼	450000	田咏	王胜坤	李钠		0371-65837887	0371-65831656	www.cxfljj@126.com	http://www.cxfljj.com	0.0	0.0	0.0	6.0	216.0		公益性捐赠税前扣除资格
2127	2014	河南省拥军优属基金会	He'nan Military-Civilian Mutual Support Foundation 	豫民基证字第0042-G号	55160183-0	以“三个代表”重要思想和科学发展观为指定，服务部队官兵和广大优抚对象；开展扶优济困，搭建沟通桥梁，动员社会力量，营造拥军优属的良好环境，积极开展公益活动，为河南的改革发展稳定和部队的革命化、现代化、正规化建设贡献力量。	接受和管理符合基金会宗旨的事内外团体机构和个人的自愿捐赠。按照国家金融政策规定进行资本运行，使所管理的基金和资产保值增值。受政府主管部门委托，资助开展有益于拥军优属事业的各项工作和活动。	公募	2010年02月05日	403万元	省级民政部门	河南省民政厅	河南省郑州市管城回族区郑东新区祥盛路18号	450016	张中华	张中华	刁志红	会计	0371-65506726	0371-65506726	hnsyjysjjh@126.com	http://www.hnyjys.org/main.htm	0.0	0.0	0.0	4.0	8.0	未参评	公益性捐赠税前扣除资格
2128	2014	河南省教育发展基金会	He'nan Elemenatry Middle School and Kindergarten Teacher Reward Foundation	豫民基证字第0439-003-G号	514556436	促进河南教育和其他有关事业的健康发展。依法治会，为促进中原经济区建设和河南经济社会发展服务。	促进教育事业发展、奖励对教育事业做出特殊贡献的单位和个人	公募	1998年07月15日	400万元	省级民政部门	河南省教育厅	河南省郑州市郑东新区正光路行署国际广场E座四楼	450003	宋振	崔炳建	刘锦瑞	出纳	0371-86538535	0371-86538530	hnjyjjh@126.com	http://www.haedf.org.cn/	0.0	0.0	0.0	3.0	0.0	未参评	无
2129	2014	河南省文化产业发展基金会	He'nan Cultural Development Foundation	豫民基证字第0021-G号	67007904-5	依法募集、管理受捐资金、实物及增值收益，为河南文化产业提供资助、支持奖励。转变工作方式和运作模式，做大、做强基金会。	依法募集资金，赞助文化公益活动。	公募	2007年12月29日	400万元	省级民政部门	河南省政协办公厅	河南省郑州市金水区东明路193号2号楼201	450008	李丽侠	戴松成	许远锋	秘书长	0371-65920918	0371-65920918	txhh001@126.com		0.0	0.0	0.0	3.0	0.0	未参评	公益性捐赠税前扣除资格
2130	2014	河南省新机救助基金会	He'nan Xinji Relief Foundation	豫民基证字第0036-F号	68970254-6	热心公益，扶贫济困。严格遵守国家法律、法规和有关政策，以捐赠人的实际奉献和稳定收入使基金保值增值。积极参与光彩事业，努力从事扶贫济困的社会公益事业。施行人文关怀，融入企业亲情，促进社会和谐。	依法接受社会捐赠，开展各类社会救助活动	非公募	2009年05月18日	200万元	省级民政部门	河南省工商业联合会	河南省新乡市红旗区文岩路2号	453000	于梅朵	于省宽	陈程	会计	0373-5835098	0373-5835057	xjgroup@163.com		0.0	0.0	0.0	2.0	0.0	未参评	公益性捐赠税前扣除资格
2131	2014	河南省本源人文公益基金会	He'nan Source Humanistic Commonweal foundation	豫民基证字第0062-F号	581732081	弘扬“关怀社会、成长心灵、创造和谐”的人文精神。	依法接受社会捐赠、开展社区公益、青少年成长关怀等活动。	非公募	2011年08月30日	1,000万元	省级民政部门	河南省文化厅	河南省郑州市金水区郑州市天明路与东风路交叉口建业森林半岛社区内本源社区书院	450000	杨冰	滑卫平	崔淑娜	财务人员	0371-55951504	0371-55951501	807957536@qq.com		0.0	0.0	0.0	4.0	568.0	未参评	公益性捐赠税前扣除资格
2132	2014	河南省残疾人福利基金会	He'nan Foundation for Disabled Persons	豫民基证字第0474-0015-G号	795706444	弘扬人道主义，热心公益事业，依法募集资金，开展扶残助困，全心全意为残疾人服务。	依法募集资金，开展助残扶贫活动。	公募	2006年09月28日	503万元	省级民政部门	河南省残疾人联合会	河南省郑州市金水区金水东路与德善街交叉口省残疾人综合服务中心1609室	450003	李颖桂	李玉德	张玉萍	财务部副主任	0371-60856918	0371-60856111	hnfljjh@163.com	http://www.hnjjh.cn/v2008/	0.0	0.0	0.0	14.0	200.0	未参评	公益性捐赠税前扣除资格
2133	2014	河南省民营企业信用发展基金会	He'nan Private Enterprise Credit Development Foundation	豫民基证字第0061-F号	581711790	弘扬诚信美德，宣传信用知识，塑造信用文化，推进信用建设，促进民营企业信用发展。	依法接受社会捐赠，开展民营企业信用宣传等活动。	非公募	2011年08月16日	200万元	省级民政部门	河南省工商业联合会	河南省郑州市金水区郑州市郑东新区商务外环路7号上东国际19楼	450000	焦佩峰	马竞	庞海英	理事	0371-55686000	0371-55686000	xinyongjj@163.com	http://www.xyjj1122.com/	0.0	0.0	0.0	3.0	0.0	未参评	公益性捐赠税前扣除资格
2134	2014	河南省浙鑫助残救孤基金会	He'nan Zhexin Foundation for Disabled and Orphans	豫民基证字第0058-F号	572455449	帮助弱势群体解决生存困难	依法接受社会捐赠，开展助残救孤活动。	非公募	2011年04月02日	200万元	省级民政部门	河南省民政厅	河南省郑州市管城回族区汴路39号16号楼4层S401号	450045	张京梅	卢志捷	张京梅	秘书长	0371-66382699	0371-66382699	1284748029@QQ.COM		0.0	0.0	0.0	3.0	30.0	未参评	公益性捐赠税前扣除资格
2135	2014	河南省炎黄二帝公益基金会	He'nan Yanhuang Charitable Foundation 	豫民基证字第0019-G号	79917228-3	措炎黄事业发展资金，推动“炎黄二帝，中华炎黄坛”项目建设。促进海内外炎黄产业的交流，加强海内外炎黄子孙的沟通。资助公益事业。	1.措炎黄事业发展资金。其中包括筹集国内外组织或社会各界人士的捐赠，争取政府资助。2.资助公益事业。主要资助炎黄文化发展建设和有示范性、民族性、经典性、国际性的项目以及公益文化设施建设和文化遗产的保护。3.促进产业交流。资助有助于促进炎黄文化总体水平和扩大炎黄文化影响的国内外产业交流项目。4.开展基金会之间的交流。接受国内外其他基金会的委托，处理相关事务，加强双向的交流和合作。5.接受政府的委托，办理政府委托的其他事项。	公募	2007年03月19日	400万元	省级民政部门	河南省归国华侨联合会	河南省郑州市荥阳市黄河风景名胜区管理委员会办公楼101室	450042	汤长静	郑应宜	侯老师		0371-68222075	0371-68222076	shiwenfeng7@163.com								
2136	2014	河南省炎黄姓氏历史文化基金会	He'nan Chinese Surnames Historical and Cultural Foundation	豫民基证字第0008-G号	78341611-6	联络海内外华人，弘扬炎黄姓氏文化、促进中华民族振兴。	开展社会公益募捐，筹建中国百家姓氏文化园、弘扬炎黄姓氏文化。	公募	2005年12月15日	400万元	省级民政部门	河南省文化厅	河南省郑州市花园路2号	450003	司磊	赵建军	王鲁祥		0371-63218083	0371-63218083	yhxswh@126.com	http://www.yhxswh.com	0.0	0.0	0.0	0.0	0.0	未参评	公益性捐赠税前扣除资格
2137	2014	河南省炎黄慈善基金会	He'nan Yanhuang Welfare Foundation 	豫民基证字第0087-F号	066463075	以炎黄赤子之心，尽社会之责；以慈善公益为信，行天下之善	“敬老助幼”：主要致力于敬老助老和孤儿救助等慈善事业	非公募	2013年04月16日	200万元	省级民政部门	河南省民政厅	河南省郑州市经济技术开发区第四大街与经南三路交叉口西北角	450000	牛涛	牛玉乾	李瑜	会计	0371-88885571	0371-88885554	goalgroup@126.com		0.0	0.0	0.0	1.0	2.0	未参评	无
2138	2014	河南省爱心事业基金会	He'nan Charity Development Foundation	豫民基证字第0014-G号	791934319	发挥社会各界热心公益事业的积极性，推动侨界公益事业的健康发展，扶弱济困，促进社会和谐稳定，发展爱心事业。	依法接受海外华侨及国内社会各界捐赠，开展公益活动，资助爱心事业。	公募	2011年12月02日	517万元	省级民政部门	河南省体育局	河南省郑州市管城回族区黄河路11号	450003	耿诚聪	李菊童	扈薇	会计	0371-65919589	0371-65919589	hoccf@126.com	http://www.axsyjjh.org.cn/index.aspx	0.0	0.0	0.0	5.0	6.0	未参评	公益性捐赠税前扣除资格
2139	2014	河南省爱心助残基金会	He'nan Charity Foundation for Disabled Persons	豫民基证字第0055-F号	56729173-4	服务残疾人福利事业。	依法接受社会捐赠，开展帮残助残活动。	非公募	2010年12月13日	200万元	省级民政部门	河南省残疾人联合会	河南省南阳市淅川县城丹江大道中段（玉瓷公司门口）	474450	马丽飞	邢虎朝	邢虎朝	理事长	0377-69259156	0377-69259156	xsjtgs2006@126.com		0.0	0.0	0.0	0.0	0.0	未参评	无
2140	2014	河南省爱心助老基金会	He’nan Foundation for the Elderly	豫民基证字第0046-G号	554208188	遵守《中华人民共和国宪法》和国家有关法律、法规，弘扬中华民族敬老爱老助老的传统美德，争取海内外关系中国老龄事业的团体	依法募集社会资金、开展爱老助老活动	公募	2010年04月12日	400万元	省级民政部门	河南省民政厅	河南省郑州市二七区长江东路69号	450000	林彬	司桂明	赵海燕	办公室主任	0371-65766669	0371-68790196	aixinjz@163.com	http://www.aixinzl.com/	0.0	0.0	0.0	5.0	18.0	未参评	公益性捐赠税前扣除资格
2141	2014	河南省爱心基金会	He'nan Charity Foundation	豫民基证字第0070-F号	594871734	推进爱老助老敬老、发展老龄事业	依法接受社会捐赠，开展爱老助老等资助老龄事业发展的活动。。	非公募	2012年05月03日	200万元	省级民政部门	河南省民政厅	河南省郑州市金水区郑东新区商务外环路25号楼王鼎国际大厦26层2605	450018	张书勇	任风玲	任风玲	理事长	0371-86060256	0371-86060256	zhangshuyong1974@163.com	http://www.hnaxjjh.com/	0.0	0.0	0.0	5.0	0.0	未参评	公益性捐赠税前扣除资格
2142	2014	河南省王超斌慈善基金会	He'nan Wangchaobin Charity Foundation	豫民基证字第0056-F号	569810542	践行企业家社会责任，服务公益事业。	依法接受社会捐赠，开展各类社会救助活动。	非公募	2011年03月01日	200万元	省级民政部门	河南省工商业联合会	河南省郑州市二七区京广南路46-48号	450000	金正新	王中海	马梦洁		0371-68766161	0371-68766161	635896144@qq.com		0.0	0.0	0.0	0.0	0.0	未参评	无
2143	2014	河南省白象慈善基金会	He'nan Baixiang Charity Foundation	豫民基证字第0033-F号	68567076-X	安老、扶幼、助学、济困	灾区捐助、农村助学、福利院献爱心、贫困农村捐款、捐物，企业内部贫困职工帮扶	非公募	2009年03月05日	200万元	省级民政部门	河南省民政厅	河南省郑州市管城回族区郑东新区商务内环路15号19层1903号	450016	董华	詹涛	朱永杰		0371-69191072	0371-65677439									
2144	2014	河南省福兴儿童公益基金会	He Nan Fuxing Children Foundation	0082-F	06139990-8	奉献爱心、传播有爱、扶困帮智、创建和谐、资助困境儿童健康成长、促进河南省儿童事业的蓬勃发展	依法接受社会捐赠，开展困境儿童救助活动	非公募	2013年01月31日	200万元	省级民政部门	河南省民政厅	河南省郑州市金水区未来路纬五路交叉口西北角金陵商务8楼	450000	樊学中	张西亮	韩晓燕	办公室主任	0371-55055661	0371-65688928	532927560@qq.com	http://www.fccfhn.org/	0.0	0.0	3.0	5.0	300.0	未参评	公益性捐赠税前扣除资格
