机构ID	机构名称	数据年度	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
1655	开明慈善基金会	2014	7,307,385.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,307,385.24	3,630,872.00	0.00	0.00	0.00	3,630,872.00	0.00		3,676,513.24	2,005,936.00	0.00	0.00	0.00	0.00	0.00	1,247,797.26	13,290.25	3,267,023.51	1,304,365.00	75,605.88	0.00	0.00	1,379,970.88	0.00		1,887,052.63
1656	张学良教育基金会	2014	3,529,126.70	0.00	0.00	0.00	0.00	0.00	0.00	478,964.26	4,008,090.96	0.00	0.00	0.00	0.00	0.00	2,783,000.00		1,225,090.96	13,280,106.00	0.00	0.00	0.00	0.00	0.00	0.00	335,225.55	13,615,331.55	16,317,600.32	67,361.18	0.00	13,370.05	16,398,331.55	2,783,000.00		0.00
1657	张家口市残疾人创业慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	170,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	170,000.00	161,000.00	2,673.60	0.00	0.00	163,673.60	0.00		6,761.83
1658	张家港保税区慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37,686.70	37,686.70	261,160.00	3,813.66	0.00	0.00	264,973.66	0.00		-227,286.96
1659	张家港市七里庙村利民基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	142,585.00	0.00	0.00	0.00	0.00	0.00	0.00	1,274.66	143,859.66	1,090,895.25	4,282.50	0.00	0.00	1,095,177.75	0.00		-951,318.09
1660	张家港市党员关爱暨帮扶困难群众基金会	2014	5,250,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,250,000.00	0.00	0.00	0.00	0.00	0.00	0.00		5,250,000.00	5,426,836.00	0.00	0.00	0.00	0.00	0.00	5,250,000.00	9,516.83	10,686,352.83	9,964,000.00	47,500.00	197.50	0.00	10,011,697.50	0.00		674,655.33
1661	张家港市农联爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	39,300.00	0.00	0.00	0.00	0.00	0.00	0.00	33,914.17	73,214.17	260,100.00	8,000.00	0.00	0.00	268,100.00	0.00		-194,885.83
1662	张家港市巨桥惠民基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	317,091.50	0.00	0.00	0.00	0.00	0.00	0.00	1,268.60	318,360.10	245,880.00	5,603.10	0.00	0.00	251,483.10	0.00		66,877.00
1663	张家港市慈善基金会	2014	13,319,404.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13,319,404.00	6,778,504.00	0.00	0.00	0.00	6,778,504.00	6,604,500.00		13,145,400.00	42,270,879.90	0.00	0.00	0.00	0.00	10,000.00	0.00	1,250,438.83	43,531,318.73	11,241,740.00	290,196.30	0.00	0.00	11,531,936.30	-6,604,500.00		25,394,882.43
1664	张家港市李巷益民基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	856,150.00	0.00	0.00	0.00	0.00	0.00	0.00	385,938.28	1,242,088.28	1,321,387.80	7,150.50	0.00	0.00	1,328,538.30	0.00		-86,450.02
1665	张家港市永联为民基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	19,443,818.90	0.00	0.00	0.00	0.00	0.00	0.00	33,336.20	19,477,155.10	21,137,895.79	101,719.67	0.00	0.00	21,239,615.46	0.00		-1,762,460.36
1666	张家港市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	500,000.00	0.00	0.00	0.00	0.00	7,794,600.00	333,200.00	9,695.61	8,637,495.61	1,548,150.00	2,000.00	0.00	325.00	1,550,475.00	0.00		7,087,020.61
1667	张家港市闸上慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,881,857.66	0.00	0.00	0.00	0.00	0.00	0.00	20,113.61	1,901,971.27	1,672,234.00	26,039.48	0.00	5,362.42	1,703,635.90	0.00		198,335.37
1668	张家港市韩山福民基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	157,485.11	157,485.11	616,450.00	9,425.00	0.00	0.00	625,875.00	0.00		98,360.11	566,750.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	566,750.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
1669	徐州工程学院教育发展基金会	2014	1,038,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,038,000.00	0.00	0.00	0.00	0.00	0.00	0.00		1,038,000.00	3,182,000.00	0.00	0.00	0.00	0.00	0.00	0.00	20,278.65	3,202,278.65	40,000.00	1,053.80	0.00	0.00	41,053.80	0.00		3,161,224.85
1670	徐州市云龙区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	124,999.97	7,474.80	132,474.77	23,000.00	1,860.00	0.00	0.00	24,860.00	0.00		107,614.77
1671	徐州市慈善基金会	2014	27,006,207.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27,006,207.10	14,020,463.15	0.00	0.00	0.00	14,020,463.15	0.00		12,985,743.95	14,302,794.70	0.00	0.00	0.00	0.00	3,000,000.00	0.00	11,335,707.72	28,638,502.42	8,796,870.26	1,345,875.24	225,419.10	112,045.00	10,480,209.60	0.00		18,158,292.82
1672	徐州市泉山区见义勇为基金会	2014	3,019,837.00	0.00	0.00	0.00	0.00	0.00	41,589.73	0.00	3,061,426.73	40,461.50	4,349.50	0.00	0.00	44,811.00	0.00		3,016,615.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
1673	徐州市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	30.67	0.00	0.00	0.00	0.00	0.00	0.00	399.31	429.98	98.21	10.63	0.00	0.51	109.35	0.00		320.62
1674	徐州市铜山区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,867.21	4,867.21	9,000.00	300.00	0.00	0.00	9,300.00	0.00		-4,132.79
1675	徐州幼儿师范高等专科学校教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	820,000.00	0.00	0.00	0.00	0.00	0.00	0.00	1,507.56	821,507.56	770,000.00	0.00	0.00	2,040.45	772,040.45	0.00		49,467.11
1676	德州市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	160,059.53	22,359.16	182,418.69	365,392.50	29,855.64	0.00	0.00	395,248.14	0.00		-212,829.45
1677	德康博爱基金会	2014	14,134,797.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14,134,797.00	14,134,797.00	0.00	0.00	0.00	14,134,797.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,594,086.68	22,633.10	7,616,719.78	5,546,466.00	310,392.99	0.00	0.00	5,856,858.99	0.00		1,759,860.79
1678	德清县人民教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	538,800.00	0.00	0.00	0.00	0.00	0.00	0.00	464,153.73	1,002,953.73	700,789.60	0.00	0.00	4,000.00	704,789.60	0.00		298,164.13
1679	德阳市教育基金会	2014	2,047,897.81	0.00	0.00	0.00	0.00	780,000.00	0.00	0.00	2,827,897.81	2,955,703.00	139,503.77	0.00	0.00	3,095,206.77	0.00		-267,308.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	561,442.32	561,442.32	437,600.00	0.00	3,452.90	29,626.92	470,679.82	0.00		90,762.50
1680	心平公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	28,000,605.00	0.00	0.00	0.00	0.00	0.00	806,098.60	267,354.46	29,074,058.06	31,150,435.21	-2,865,920.36	-45,809.37	0.00	28,238,705.48	0.00		835,352.58
1681	思利及人公益基金会	2014	3,615,955.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,615,955.50	2,117,735.00	0.00	0.00	0.00	2,117,735.00	0.00		1,498,220.50	1,419,210.57	0.00	0.00	0.00	0.00	0.00	1,079,715.28	12,296.71	2,511,222.56	0.00	33,272.50	0.00	0.00	33,272.50	0.00		2,477,950.06
1684	惠州市惠城区爱心教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	237,000.00	0.00	0.00	0.00	0.00	0.00	0.00	8,099.24	245,099.24	380,350.00	6,191.00	0.00	0.00	386,541.00	0.00		-141,441.76
1685	惠州市金盾公安民警救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	8,140,000.00	0.00	0.00	0.00	0.00	0.00	0.00	14,950.06	8,154,950.06	1,509,400.00	2,900.00	893.90	0.00	1,513,193.90	0.00		6,641,756.16
1686	慈济慈善事业基金会	2014	14,159,127.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14,159,127.02	0.00	0.00	0.00	0.00	0.00	-14,411,595.41		-252,468.39	115,493,985.89	0.00	0.00	0.00	0.00	0.00	0.00	9,090,327.52	124,584,313.41	81,797,924.66	2,523,771.02	0.00	2,051.96	84,323,747.64	14,411,595.41		54,672,161.18
1687	慈溪市人民教育基金会	2014	2,205,140.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,205,140.61	1,066,278.00	0.00	0.00	0.00	1,066,278.00	0.00		1,138,862.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	46,355.51	46,355.51	116,000.00	12,345.50	0.00	0.00	128,345.50	0.00		-81,989.99
1688	慈溪市老龄事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,476,270.00	0.00	0.00	0.00	0.00	417,000.00	0.00	4,252,746.78	6,146,016.78	3,087,152.01	225,003.82	0.00	0.00	3,312,155.83	0.00		940,590.95
1689	成都信息工程学院科技教育基金会	2014	65,497.00	0.00	0.00	0.00	0.00	0.00	0.00	192.43	65,689.43	233,000.00	0.00	0.00	0.00	233,000.00	0.00		-167,310.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,828.56	2,828.56	10,000.00	11,935.14	0.00	0.00	21,935.14	0.00		-19,106.58
1691	成都大熊猫繁育研究基金会	2014	6,139,923.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,139,923.00	0.00	0.00	0.00	0.00	0.00	-2,705,722.30		3,434,200.70	21,060,280.95	0.00	0.00	0.00	0.00	0.00	436,688.09	400,725.74	21,897,694.78	25,415,543.26	1,946,854.66	0.00	2,386.85	27,364,784.77	2,705,722.30		-2,761,367.69
1692	成都市成华区爱心教育基金会	2014	3,172,140.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,172,140.00	1,622,224.64	0.00	0.00	0.00	1,622,224.64	0.00		1,549,915.36	1,924,324.60	0.00	0.00	0.00	0.00	0.00	0.00	43,638.35	1,967,962.95	519,033.77	8,992.00	0.00	0.00	528,025.77	0.00		1,439,937.18
1693	成都市教育基金会	2014	5,889,484.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,889,484.54	0.00	0.00	0.00	0.00	0.00	-4,939,130.53		950,354.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	838,998.14	838,998.14	5,144,068.90	366,690.40	0.00	0.00	5,510,759.30	4,939,130.53		267,369.37
1694	成都市武侯区教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32,690.88	32,690.88	0.00	0.00	0.00	0.00	0.00	0.00		32,690.88
1695	成都市残疾人福利基金会	2014	7,241,336.06	0.00	0.00	0.00	0.00	0.00	426,460.02	2,741.57	7,670,537.65	4,483,143.80	0.00	0.00	0.00	4,483,143.80	0.00		3,187,393.85	906,404.61	0.00	0.00	0.00	0.00	0.00	220,186.75	167,494.90	1,294,086.26	2,827,295.94	284,653.37	425.00	436,589.86	3,548,964.17	0.00		-2,254,877.91
1697	成都市老龄事业发展基金会	2014	270,000.00	0.00	0.00	0.00	0.00	502,000.00	0.00	0.00	772,000.00	332,558.23	0.00	0.00	0.00	332,558.23	-442,000.00		-2,558.23	67,880.60	0.00	0.00	0.00	0.00	0.00	551,082.83	793.82	619,757.25	539,178.73	65,399.14	0.00	0.00	604,577.87	442,000.00		457,179.38
1698	成都市育汉教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,798.12	7,798.12	170,000.00	7,394.00	0.00	0.00	177,394.00	0.00		-169,595.88
1699	成都市见义勇为基金会	2014	100,000.00	0.00	0.00	0.00	0.00	5,000,000.00	0.00	0.00	5,100,000.00	0.00	0.00	0.00	0.00	0.00	-339,000.00		4,768,809.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24,082.79	24,082.79	339,000.00	30,475.47	0.00	0.00	369,475.47	339,000.00		-14,201.71
1700	成都市锦江区社会组织发展基金会	2014	148,422.00	0.00	0.00	0.00	0.00	30,000,000.00	0.00	0.00	30,148,422.00	0.00	0.00	0.00	0.00	0.00	9,438,867.60		20,709,554.40	40,650.00	0.00	0.00	0.00	0.00	0.00	0.00	371,346.06	411,996.06	6,300,388.55	574,723.80	1,530.00	0.00	6,876,642.35	-9,438,867.60		2,974,221.31
1701	成都市青少年发展基金会	2014	48,100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	48,100.00	0.00	0.00	0.00	0.00	0.00	-501,387.78		-453,287.78	21,432.80	0.00	0.00	0.00	0.00	0.00	0.00	21,860.45	43,293.25	501,387.78	34,812.10	0.00	0.00	536,199.88	501,387.78		8,481.15
1702	成都市龙泉驿区关心下一代基金会	2014	200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	200,000.00	200,000.00	0.00	0.00	0.00	200,000.00	0.00		0.00	15,200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	87,922.85	15,287,922.85	3,698,087.00	0.00	0.00	0.00	3,698,087.00	0.00		0.00
1703	成都理工大学教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	230,100.00	0.00	0.00	0.00	0.00	0.00	0.00	79,623.56	309,723.56	210,000.00	925.00	0.00	0.00	210,925.00	0.00		98,798.56
1704	成都鸿鹄教育基金会	2014	200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	200,000.00	176,787.35	18,650.00	0.00	0.00	195,437.35	0.00		4,562.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	343.90	343.90	0.00	0.00	0.00	0.00	0.00	0.00		343.90
1705	成都贺麟教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,338,115.00	0.00	0.00	0.00	0.00	0.00	200,000.00	1,794.77	1,539,909.77	805,386.86	230,949.90	0.00	861.50	1,037,198.26	0.00		502,711.51
1706	扬中市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	668,523.52	0.00	3,204.79	671,728.31	202,995.00	62,072.27	0.00	129,000.00	394,067.27	0.00		0.00
1707	扬州大学教育发展基金会	2014	4,233,097.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,233,097.35	2,201,090.75	0.00	0.00	0.00	2,201,090.75	-300,000.00		1,732,006.60	4,755,926.28	0.00	0.00	0.00	0.00	0.00	0.00	4,806,471.31	9,562,397.59	27,241,720.00	14,945.76	0.00	0.00	27,256,665.76	300,000.00		-17,394,268.17
1708	扬州市教育发展基金会	2014	4,492,479.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,492,479.00	4,900,000.00	0.00	0.00	0.00	4,900,000.00	0.00		-407,521.00	9,136,560.00	0.00	0.00	0.00	0.00	0.00	0.00	65,070.59	9,201,630.59	11,850,000.00	45,493.90	0.00	0.00	11,895,493.90	0.00		-2,693,863.31
1709	扬州市残疾人福利基金会	2014	838,988.40	0.00	0.00	0.00	0.00	50,000.00	0.00	3,493.96	892,482.36	1,038,931.34	0.00	0.00	0.00	1,038,931.34	0.00		-146,448.98	0.00	0.00	0.00	0.00	0.00	230,000.00	0.00	0.00	230,000.00	0.00	64,862.77	0.00	0.00	64,862.77	0.00		165,137.23
1710	扬州市江都区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	74,960.80	870.10	75,830.90	270,479.14	70,146.26	0.00	0.00	340,625.40	0.00		-264,794.50
1711	扬州市禹振飞慈善基金会	2014	8,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00		8,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	1,868,000.00	8,445.36	1,876,445.36	2,214,000.00	101,093.40	0.00	0.00	2,315,093.40	0.00		-438,648.04
1712	扬州市翔宇妇女儿童基金会	2014	645,272.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	645,272.46	653,428.90	0.00	0.00	0.00	653,428.90	0.00		0.00	1,109,670.20	0.00	0.00	0.00	0.00	0.00	19,508.57	9,193.03	1,138,371.80	498,880.00	47,249.00	0.00	0.00	546,129.00	0.00		592,242.80
1713	扬州市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	26,630,500.00	0.00	0.00	0.00	0.00	0.00	4,687,977.78	27,370.84	31,345,848.62	6,247,437.00	484,596.81	0.00	0.00	6,732,033.81	0.00		24,613,814.81
1714	扬州文峰慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,836,773.60	1,080.00	0.00	0.00	0.00	0.00	73,183.02	7,589.60	3,918,626.22	450,304.20	47,992.70	1,345.00	14,304.90	513,946.80	0.00		3,404,679.42
1715	抚顺市公安民警救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,240,400.00	0.00	0.00	0.00	0.00	2,480,000.00	0.00	41,076.55	5,761,476.55	5,405,900.00	40,986.47	0.00	0.00	5,446,886.47	0.00		314,590.08
1716	抚顺市雷锋基金会	2014	310,000.00	0.00	0.00	0.00	0.00	3,690,000.00	0.00	0.00	4,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00		4,000,000.00	15,640.00	0.00	0.00	0.00	0.00	1,000,000.00	65,728.77	12,361.47	1,093,730.24	140,000.00	13,192.10	1,193.00	0.00	154,385.10	0.00		939,345.14
1717	招商局慈善基金会	2014	1,182,205.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,182,205.96	635,382.08	0.00	0.00	0.00	635,382.08	0.00		546,823.88	39,000,000.00	0.00	0.00	0.00	0.00	0.00	2,027,109.60	28,051.68	41,055,161.28	40,849,529.95	651,507.91	2,393.17	0.00	41,503,431.03	0.00		-448,269.75
1718	揭阳市大学生发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	6,349,605.48	0.00	0.00	0.00	0.00	300,000.00	0.00	389,432.22	7,039,037.70	5,529,501.70	146,781.18	37,560.50	0.00	5,713,843.38	0.00		1,325,194.32
1724	攀枝花市关心下一代基金会	2014	1,168,415.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,168,415.90	1,453,721.90	0.00	0.00	0.00	1,453,721.90	0.00		-285,306.00	899,721.10	0.00	0.00	0.00	0.00	0.00	0.00	216,619.89	1,116,340.99	424,616.60	98,768.40	806.88	0.00	524,191.88	0.00		592,149.11
1725	文成县人民教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	152,000.00	0.00	0.00	0.00	0.00	300,000.00	0.00	181,800.00	633,800.00	1,608,000.00	8,164.00	-1,603.81	0.00	1,614,560.19	0.00		-980,760.19
1726	文成县社会组织发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,896.48	5,896.48	0.00	0.00	0.00	380.00	380.00	0.00		0.00
1727	文成县陈伯远教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	575,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	575,000.00	1,050,901.00	6,290.00	-425,172.10	0.00	632,018.90	0.00		-57,018.90
1729	新乡市教育基金会	2014	2,930,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,930,000.00	0.00	0.00	0.00	0.00	0.00	1,129,313.90		1,800,686.10	3,791,227.00	0.00	0.00	0.00	0.00	0.00	37,479.45	319,295.94	4,148,002.39	1,638,408.90	44,264.70	0.00	0.00	1,682,673.60	-1,129,313.90		3,594,642.69
1730	新乡市环卫爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	35,000.00	0.00	0.00	0.00	0.00	0.00	0.00	13,126.79	48,126.79	299,300.00	11,939.46	360.00	0.00	311,599.46	0.00		-263,472.67
1732	新化县教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	449,000.00	0.00	0.00	0.00	0.00	300,000.00	0.00	1,550,637.77	2,299,637.77	1,656,797.00	68,048.50	0.00	0.00	1,724,845.50	0.00		574,792.27
1733	新奥公益慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	43,720,080.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43,720,080.60	40,514,700.00	350,189.39	-31,840.70	25.00	40,833,073.69	0.00		2,887,006.91
1734	新昌县人民教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	4,139,621.00	0.00	0.00	0.00	0.00	0.00	0.00	150,098.84	4,289,719.84	4,502,520.70	155,651.00	0.00	0.00	4,658,171.70	0.00		-368,451.86
1735	新昌县道才公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,000,000.00	0.00	1,000,000.00	1,000,000.00	0.00	222.07	0.00	1,000,222.07	0.00		-222.07
1736	新昌爱莲美丽乡村基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,500,000.00	0.00	0.00	0.00	0.00	0.00	557,888.89	1,121.25	4,059,010.14	893,221.00	31,715.00	0.00	504.00	925,440.00	0.00		3,133,570.14
1737	新沂市慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	8,975,123.00	0.00	0.00	0.00	0.00	0.00	0.00	863,933.52	9,839,056.52	6,810,226.00	138,944.54	0.00	0.00	6,949,170.54	0.00		2,889,885.98
1738	新沂市教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,050,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,050,000.00	0.00	0.00	0.00	0.00	0.00	0.00		1,050,000.00
1739	新沂市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19,315.91	19,315.91	0.00	33,011.00	0.00	0.00	33,011.00	0.00		-13,695.09
1740	新疆农业大学教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	2,168,509.00	0.00	0.00	0.00	0.00	0.00	0.00	18,612.92	2,187,121.92	1,000,000.00	40,218.96	0.00	769.39	1,040,988.35	0.00		1,146,133.57
1741	新疆夕阳爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
1742	新疆大学教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	12,033.52	312,033.52	600,000.00	105,198.51	0.00	0.00	705,198.51	0.00		-393,164.99
1743	新疆汇嘉十分孝心基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	2,624,608.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,624,608.96	2,012,427.24	184,217.18	0.00	0.00	2,196,644.42	0.00		427,964.54
