机构ID	机构名称	数据年度	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
2036	沛县好人文化基金会	2014	0.00	0.00	0.00	0.00	1,000,000.00	8,675.80	1,008,675.80	70,010.00	13,500.00	11,415.00	54,680.20	149,605.20	859,070.60	0.00	0.00	0.00	0.00	0.00	12,580.00	0.00	0.00	12,580.00	-12,580.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	846,490.60
2037	沛县见义勇为基金会	2014	1,453,700.00	0.00	0.00	0.00	0.00	554,810.07	2,008,510.07	46,800.00	22,500.00	0.00	100,343.25	169,643.25	1,838,866.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,838,866.82
2038	沭阳县见义勇为基金会	2014	200,000.00	0.00	0.00	0.00	0.00	0.00	200,000.00	216,500.00	0.00	0.00	1,500.00	218,000.00	-18,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-18,000.00
2039	河仁慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	3,209,997.39	3,209,997.39	118,289,400.00	1,228,042.80	0.00	1,778,969.22	121,296,412.02	-118,086,414.63	285,300,000.00	145,000,000.00	0.00	0.00	430,300,000.00	14,250.00	0.00	312,000,000.00	312,014,250.00	118,285,750.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	199,335.37
2040	河北华耐同心公益基金会	2014	2,000,000.00	0.00	0.00	0.00	0.00	1,182.39	2,001,182.39	257,000.00	5,500.00	8,818.50	0.00	271,318.50	1,729,863.89	3,000,000.00	126,853.52	0.00	0.00	3,126,853.52	0.00	2,800,000.00	0.00	2,800,000.00	326,853.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,056,717.41
2041	河北慈善联合基金会	2014	1,693,296.55	0.00	0.00	0.00	0.00	20,608.96	1,713,905.51	0.00	54,637.00	1,623,969.95	132,226.30	1,810,833.25	-96,927.74	0.00	0.00	0.00	0.00	0.00	4,675.00	0.00	0.00	4,675.00	-4,675.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-101,602.74
2042	河北慈氏基金会	2014	1,495,700.00	0.00	0.00	0.00	0.00	2,294.38	1,497,994.38	240,000.00	0.00	60,000.00	2,824.80	302,824.80	1,195,169.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,195,169.58
2043	河北斯特龙慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	68,827.23	68,827.23	5,000.00	32,725.00	0.00	18,852.50	56,577.50	12,249.73	0.00	0.00	0.00	6,000,000.00	6,000,000.00	2,380.00	0.00	4,000,000.00	4,002,380.00	1,997,620.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,009,869.73
2044	河北润腾慈善公益基金会	2014	0.00	0.00	0.00	0.00	0.00	5,709.28	5,709.28	555,000.00	0.00	0.00	56.80	555,056.80	-549,347.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-549,347.52
2045	河北省东海爱心助学基金会	2014	162,000.00	0.00	0.00	0.00	0.00	7,185.78	169,185.78	162,000.00	0.00	0.00	1,154.90	163,154.90	6,030.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,030.88
2046	河北省京海明珠慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	650,216.37	650,216.37	3,843,275.50	63,088.50	0.00	27,921.50	3,934,285.50	-3,284,069.13	0.00	0.00	0.00	0.00	0.00	4,550.00	0.00	0.00	4,550.00	-4,550.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,288,619.13
2047	河北省佛教慈善基金会	2014	4,560,568.38	0.00	0.00	0.00	0.00	5,673,922.94	10,234,491.32	4,104,584.20	99,392.00	0.00	79,401.45	4,283,377.65	5,951,113.67	0.00	0.00	0.00	0.00	0.00	99,528.10	0.00	0.00	99,528.10	-99,528.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,851,585.57
2048	河北省公安民警英烈基金会	2014	2,880,844.30	0.00	0.00	0.00	0.00	122,941.59	3,003,785.89	1,977,090.96	78,577.08	0.00	9,453.42	2,065,121.46	938,664.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	938,664.43
2049	河北省关心下一代基金会	2014	0.00	0.00	0.00	0.00	0.00	16,417.78	16,417.78	196,220.00	12,000.00	1,243.50	0.00	209,463.50	-193,045.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-193,045.72
2050	河北省卓达养老基金会	2014	0.00	0.00	0.00	0.00	0.00	987,955.82	987,955.82	0.00	79,953.00	23.87	3,888,804.55	3,968,781.42	-2,980,825.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,980,825.60
2053	河北省德仁慈善基金会	2014	300,000.00	0.00	0.00	0.00	0.00	39.60	300,039.60	77,350.00	0.00	0.00	7,159.10	84,509.10	215,530.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	215,530.50
2054	河北省志愿服务基金会	2014	1,992,840.03	0.00	0.00	0.00	0.00	191,675.66	2,184,515.69	1,455,927.64	30,000.00	0.00	957,853.85	2,443,781.49	-259,265.80	0.00	0.00	0.00	0.00	0.00	65,780.00	0.00	0.00	65,780.00	-65,780.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-325,045.80
2055	河北省扶贫基金会	2014	10,383,712.00	0.00	0.00	0.00	0.00	0.00	10,383,712.00	5,040,179.70	165,000.00	212,443.82	0.00	5,417,623.52	4,966,088.48	0.00	700,000.00	0.00	0.00	700,000.00	196,130.00	0.00	0.00	196,130.00	503,870.00	0.00	2,199.56	2,199.56	0.00	0.00	821.10	821.10	1,378.46	0.00	5,471,336.94
2056	河北省撒可富教育基金会	2014	300,000.00	0.00	0.00	0.00	0.00	822,312.56	1,122,312.56	1,426,500.00	0.00	0.00	1,559,063.82	2,985,563.82	-1,863,251.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,863,251.26
2057	河北省教育基金会	2014	114,000.00	0.00	0.00	0.00	0.00	72,366.67	186,366.67	48,700.00	27,600.00	0.00	19,642.54	95,942.54	90,424.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	90,424.13
2058	河北省文化艺术发展基金会	2014	200,000.00	0.00	0.00	0.00	1,000,000.00	191,048.20	1,391,048.20	99,492.17	0.00	37,937.69	150,000.00	287,429.86	1,103,618.34	400,000.00	139,987.26	0.00	0.00	539,987.26	764,092.00	0.00	0.00	764,092.00	-224,104.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	879,513.60
2059	河北省新联合公益基金会	2014	984,906.41	0.00	0.00	0.00	0.00	6,728.47	991,634.88	535,279.40	21,533.82	132,818.10	83,298.51	772,929.83	218,705.05	0.00	89,576.67	0.00	0.00	89,576.67	0.00	2,000,000.00	0.00	2,000,000.00	-1,910,423.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,691,718.28
2060	河北省残疾人创业基金会	2014	252,052.00	0.00	0.00	0.00	0.00	200.11	252,252.11	227,274.50	0.00	0.00	24,557.50	251,832.00	420.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	420.11
2061	河北省残疾人福利基金会	2014	9,268,735.13	0.00	0.00	0.00	0.00	569,574.05	9,838,309.18	4,938,037.49	29,600.00	664,500.00	179,237.36	5,811,374.85	4,026,934.33	0.00	0.00	0.00	0.00	0.00	7,510.00	0.00	0.00	7,510.00	-7,510.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,019,424.33
2062	河北省海外同胞教育基金会	2014	243,000.00	0.00	0.00	0.00	0.00	10,370.52	253,370.52	885,031.70	0.00	6,696.36	0.00	891,728.06	-638,357.54	0.00	446,521.92	0.00	0.00	446,521.92	0.00	0.00	0.00	0.00	446,521.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-191,835.62
2063	河北省海外教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	7,887.03	7,887.03	0.00	0.00	0.00	30.00	30.00	7,857.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,857.03
2064	河北省清河县教育基金会	2014	1,788,078.50	0.00	0.00	0.00	1,225,000.00	668,152.17	3,681,230.67	2,355,328.00	39,900.00	119,679.60	0.00	2,514,907.60	1,166,323.07	0.00	0.00	0.00	0.00	0.00	132,330.00	0.00	0.00	132,330.00	-132,330.00	203,000.00	0.00	203,000.00	0.00	0.00	0.00	0.00	203,000.00	0.00	1,236,993.07
2065	河北省燕山大学教育基金会	2014	2,172,066.00	0.00	0.00	0.00	0.00	11,689.41	2,183,755.41	323,000.00	0.00	0.00	5,550.00	328,550.00	1,855,205.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,855,205.41
2066	河北师范大学教育基金会	2014	5,502,710.00	0.00	0.00	0.00	0.00	0.00	5,502,710.00	443,095.00	3,500.00	2,200.00	16,568.40	465,363.40	5,037,346.60	11,274,932.41	61,341.29	0.00	0.00	11,336,273.70	0.00	16,794,932.41	0.00	16,794,932.41	-5,458,658.71	0.00	7,289.23	7,289.23	0.00	0.00	37.40	37.40	7,251.83	0.00	-414,060.28
2067	河北省秋华教育基金会	2014	0.00	0.00	0.00	0.00	0.00	113,076.35	113,076.35	180,000.00	0.00	0.00	8,906.82	188,906.82	-75,830.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-75,830.47
2068	河北省红十字基金会	2014	9,305,992.22	0.00	0.00	0.00	0.00	617,488.76	9,923,480.98	8,715,351.45	493,152.00	1,337,774.56	2,071,069.89	12,617,347.90	-2,693,866.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,693,866.92
2069	河北省老年事业发展基金会	2014	1,224,580.40	0.00	0.00	0.00	1,520,000.00	1,823,026.00	4,567,606.40	2,015,106.10	0.00	0.00	970,424.00	2,985,530.10	1,582,076.30	0.00	0.00	0.00	0.00	0.00	0.00	4,200,000.00	0.00	4,200,000.00	-4,200,000.00	3,000,000.00	205,487.30	3,205,487.30	300,000.00	0.00	236.00	300,236.00	2,905,251.30	0.00	287,327.60
2070	河北省职工互助基金会	2014	492,075.00	0.00	0.00	0.00	2,000,000.00	274,698.98	2,766,773.98	528,325.00	0.00	0.00	7,315,133.41	7,843,458.41	-5,076,684.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5,076,684.43
2071	河北省见义勇为基金会	2014	51,000.00	0.00	0.00	0.00	0.00	400,663.67	451,663.67	48,949.39	45,118.00	29,236.32	40,042.00	163,345.71	288,317.96	0.00	0.00	0.00	0.00	0.00	18,150.00	0.00	0.00	18,150.00	-18,150.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	270,167.96
2073	河北省邢钢慈善基金会	2014	370,000.00	0.00	0.00	0.00	0.00	6,283.51	376,283.51	335,104.00	0.00	0.00	53,856.60	388,960.60	-12,677.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-12,677.09
2074	河北省隆基泰和慈善基金会	2014	876,561.61	0.00	0.00	0.00	0.00	6,803.14	883,364.75	293,913.00	0.00	0.00	6,457.00	300,370.00	582,994.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	582,994.75
2075	河北省青少年发展基金会	2014	30,870,695.72	0.00	0.00	0.00	0.00	1,193,868.13	32,064,563.85	36,119,012.56	0.00	0.00	235,689.79	36,354,702.35	-4,290,138.50	9,291,775.71	2,286,550.59	0.00	0.00	11,578,326.30	0.00	0.00	0.00	0.00	11,578,326.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,288,187.80
2076	河北省青年就业创业基金会	2014	500,000.00	0.00	0.00	0.00	1,760,000.00	19,658.95	2,279,658.95	0.00	0.00	0.00	513,605.50	513,605.50	1,766,053.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,766,053.45
2077	河北省静远教育基金会	2014	0.00	0.00	0.00	0.00	0.00	20,132.92	20,132.92	0.00	0.00	0.00	998,360.00	998,360.00	-978,227.08	0.00	996,000.00	0.00	0.00	996,000.00	0.00	0.00	0.00	0.00	996,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,772.92
2078	河北石家庄二中教育发展基金会	2014	2,380,000.00	0.00	0.00	0.00	0.00	13,576.66	2,393,576.66	19,600.00	64,200.00	291,188.00	16,343.00	391,331.00	2,002,245.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,002,245.66
2079	河北精英教育基金会	2014	14,677,250.00	0.00	0.00	0.00	0.00	1,004,919.36	15,682,169.36	16,595,000.00	96,355.75	0.00	10,376.00	16,701,731.75	-1,019,562.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,019,562.39
2080	河北进德公益基金会	2014	7,307,679.50	0.00	0.00	0.00	0.00	1,260,133.18	8,567,812.68	7,351,483.68	357,239.80	100,128.80	309,742.64	8,118,594.92	449,217.76	0.00	0.00	0.00	0.00	0.00	0.00	19,429.90	0.00	19,429.90	-19,429.90	0.00	0.00	0.00	0.00	0.00	38,798.50	38,798.50	-38,798.50	0.00	390,989.36
2081	河北阳光慈善基金会	2014	144,160.00	0.00	0.00	0.00	0.00	0.00	144,160.00	394,256.00	36,900.00	11,120.26	290,550.00	732,826.26	-588,666.26	2,462,000.00	90,000.00	0.00	0.00	2,552,000.00	0.00	1,323,000.00	0.00	1,323,000.00	1,229,000.00	0.00	0.00	0.00	639,025.00	0.00	-639,025.00	0.00	0.00	0.00	640,333.74
2082	河南中原大佛基金会	2014	1,198,946.22	0.00	0.00	0.00	0.00	67,281.16	1,266,227.38	3,282,547.00	62,582.00	425,891.00	19,938.49	3,790,958.49	-2,524,731.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,524,731.11
2083	河南交通职业技术学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	43,705.99	43,705.99	0.00	0.00	0.00	580.00	580.00	43,125.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43,125.99
2085	河南大学教育发展基金会	2014	2,607,698.29	0.00	0.00	0.00	1,000,000.00	441,058.07	4,048,756.36	3,018,724.70	0.00	0.00	68,494.80	3,087,219.50	961,536.86	63,000,000.00	352,208.19	0.00	0.00	63,352,208.19	0.00	63,000,000.00	0.00	63,000,000.00	352,208.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,313,745.05
2086	河南大相国寺慈善基金会	2014	2,060.00	0.00	0.00	0.00	0.00	3,325.09	5,385.09	0.00	0.00	0.00	1,846,310.00	1,846,310.00	-1,840,924.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,840,924.91
2087	河南牧野文化基金会	2014	100,000.00	0.00	0.00	0.00	0.00	8,282.04	108,282.04	170,000.00	0.00	0.00	5,999.60	175,999.60	-67,717.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-67,717.56
2088	河南理工大学教育发展基金会	2014	535,390.00	0.00	0.00	0.00	0.00	314,172.76	849,562.76	443,007.50	0.00	0.00	21,715.00	464,722.50	384,840.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	384,840.26
2089	河南省上上公益基金会	2014	1,095,000.00	0.00	0.00	0.00	0.00	52.46	1,095,052.46	1,095,000.00	0.00	0.00	2,151.60	1,097,151.60	-2,099.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,099.14
2090	河南省东方文化艺术基金会	2014	2,000,000.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	1,640,000.00	24,000.00	0.00	28,450.14	1,692,450.14	307,549.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	260,000.00	0.00	260,000.00	0.00	0.00	0.00	0.00	260,000.00	0.00	567,549.86
2091	河南省中原发展研究基金会	2014	0.00	0.00	0.00	0.00	0.00	879,016.27	879,016.27	1,695,049.50	0.00	0.00	93,276.80	1,788,326.30	-909,310.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19,800,000.00	19,800,000.00	-19,800,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-20,709,310.03
2092	河南省中原文化建设发展基金会	2014	1,355,640.00	0.00	0.00	0.00	481.31	0.00	1,356,121.31	0.00	23,044.87	0.00	1,378,506.50	1,401,551.37	-45,430.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-45,430.06
2093	河南省中原文物保护基金会	2014	100,000.00	0.00	0.00	0.00	0.00	10,491.80	110,491.80	200,000.00	0.00	0.00	22,874.65	222,874.65	-112,382.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-112,382.85
2094	河南省中原老龄产业发展基金会	2014	1,048,758.00	0.00	0.00	0.00	0.00	0.00	1,048,758.00	904,758.00	36,000.00	0.00	11,341.40	952,099.40	96,658.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	96,658.60
2095	河南省丹阳助老基金会	2014	200,000.00	0.00	0.00	0.00	0.00	7,750.18	207,750.18	168,045.00	18,000.00	0.00	10,092.00	196,137.00	11,613.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11,613.18
2097	河南省体育发展基金会	2014	10,220,000.00	0.00	0.00	0.00	100,000.00	29,259.70	10,349,259.70	9,706,000.00	61,200.00	0.00	209,114.40	9,976,314.40	372,945.30	0.00	97,830.13	0.00	0.00	97,830.13	0.00	4,000,000.00	0.00	4,000,000.00	-3,902,169.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,529,224.57
2098	河南省儿童希望救助基金会	2014	8,219,891.08	0.00	0.00	0.00	0.00	128,349.00	8,348,240.08	6,564,264.94	0.00	284,775.86	821,429.09	7,670,469.89	677,770.19	0.00	191,134.13	0.00	0.00	191,134.13	0.00	0.00	0.00	0.00	191,134.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	868,904.32
2099	河南省光彩事业基金会	2014	70,278,492.65	0.00	0.00	0.00	0.00	491,377.50	70,769,870.15	64,825,005.00	31,200.00	244,020.00	2,608.10	65,102,833.10	5,667,037.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,667,037.05
2100	河南省公安民警英烈基金会	2014	13,015,800.00	0.00	0.00	0.00	0.00	725,250.07	13,741,050.07	9,650,617.90	0.00	0.00	1,071,502.00	10,722,119.90	3,018,930.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,018,930.17
2101	河南省关心下一代基金会	2014	2,050,000.00	0.00	0.00	0.00	0.00	29,792.64	2,079,792.64	5,454,858.52	143,929.06	0.00	121,241.03	5,720,028.61	-3,640,235.97	0.00	0.00	0.00	0.00	0.00	0.00	4,000,000.00	0.00	4,000,000.00	-4,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-7,640,235.97
2102	河南省兴达爱心基金会	2014	805,000.00	0.00	0.00	0.00	0.00	2,200,167.94	3,005,167.94	1,000,805.80	0.00	0.00	2,203,602.40	3,204,408.20	-199,240.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-199,240.26
2103	河南省华夏历史文明传承创新基金会	2014	500,000.00	0.00	0.00	0.00	0.00	5,635,305.87	6,135,305.87	500,000.00	43,454.74	0.00	4,821.50	548,276.24	5,587,029.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,587,029.63
2104	河南省华夏文化发展基金会	2014	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	1,896,548.25	1,896,548.25	-1,896,548.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	2,000,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	103,451.75
2105	河南省华康爱心教育基金会	2014	1,000.00	0.00	0.00	0.00	0.00	145,692.28	146,692.28	100,000.00	0.00	3,263.60	280,000.00	383,263.60	-236,571.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-236,571.32
2106	河南省南阳张仲景基金会	2014	5,900,000.00	0.00	0.00	0.00	0.00	138,112.00	6,038,112.00	6,796,232.00	135,472.00	0.00	292,529.47	7,224,233.47	-1,186,121.47	65,000,000.00	358,476.70	0.00	0.00	65,358,476.70	0.00	73,000,000.00	0.00	73,000,000.00	-7,641,523.30	0.00	32,205.90	32,205.90	0.00	0.00	2,015.00	2,015.00	30,190.90	0.00	-8,797,453.87
2107	河南省博研助学基金会	2014	5,000.00	0.00	1,070,000.00	0.00	0.00	380,000.00	1,455,000.00	229,000.00	3,000.00	17,290.55	0.00	249,290.55	1,205,709.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,205,709.45
2108	河南省原动力公益基金会	2014	0.00	0.00	0.00	0.00	0.00	1,949.03	1,949.03	200,000.00	22,000.00	0.00	5,660.00	227,660.00	-225,710.97	0.00	285,000.00	0.00	0.00	285,000.00	0.00	0.00	0.00	0.00	285,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	59,289.03
2109	河南省司马光教育基金会	2014	998,459.06	0.00	0.00	0.00	0.00	1,678.45	1,000,137.51	300,000.00	0.00	0.00	654,681.55	954,681.55	45,455.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	45,455.96
2110	河南省善爱公益基金会	2014	620,000.00	0.00	0.00	0.00	0.00	131.75	620,131.75	0.00	0.00	100,000.00	2,515,635.00	2,615,635.00	-1,995,503.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	774.90	774.90	-774.90	0.00	-1,996,278.15
2111	河南省善福缘老龄基金会	2014	282,154.90	0.00	0.00	0.00	0.00	1,434.86	283,589.76	1,122,595.20	19,000.00	0.00	92,983.41	1,234,578.61	-950,988.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-950,988.85
2113	河南省大爱文化艺术发展基金会	2014	835,050.00	0.00	0.00	0.00	0.00	1,963,222.88	2,798,272.88	892,442.00	59,392.00	49,350.00	133,628.40	1,134,812.40	1,663,460.48	0.00	190,000.00	0.00	0.00	190,000.00	9,720.00	0.00	0.00	9,720.00	180,280.00	0.00	0.00	0.00	0.00	0.00	18,694.63	18,694.63	-18,694.63	0.00	1,825,045.85
2114	河南省天慈公益基金会	2014	280,000.00	0.00	0.00	0.00	0.00	68,189.45	348,189.45	331,577.62	14,102.50	0.00	4,898.81	350,578.93	-2,389.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,389.48
2115	河南省宋庆龄基金会	2014	121,100,928.57	0.00	0.00	0.00	0.00	-86,675.87	121,014,252.70	2,266,782,137.90	1,904,717.96	0.00	-2,092,296,701.55	176,390,154.31	-55,375,901.61	40,000,000.00	0.00	0.00	0.00	40,000,000.00	6,555.00	0.00	0.00	6,555.00	39,993,445.00	0.00	22,188.62	22,188.62	0.00	0.00	0.00	0.00	22,188.62	0.00	-15,360,267.99
